Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HouseAge
481,4812.0,3,2,1,1928,0,0,0,166196.0,97
482,1824.0,3,2,2,1966,3,0,0,59404.0,59
483,1655.0,4,1,1,2021,2,0,0,476855.0,4
484,2327.0,1,4,1,1977,0,0,0,783478.0,48
485,3641.0,1,4,1,1924,1,0,1,503814.0,101
486,3986.0,2,1,1,1947,2,2,1,687475.0,78
487,2310.0,1,1,2,1964,1,0,0,946881.0,61
488,3423.0,3,2,3,1952,0,1,0,601972.0,73
489,2714.0,3,4,1,1966,3,2,1,642879.0,59
490,4686.0,3,1,2,2017,2,1,1,431965.0,8
491,1213.0,2,1,2,1989,2,0,1,783082.0,36
492,4102.0,3,3,1,1917,1,0,1,314826.0,108
493,4634.0,1,1,3,1908,0,1,0,161186.0,117
494,4022.0,4,1,1,1937,1,1,0,817469.0,88
495,4768.0,4,4,2,1986,0,1,0,596120.0,39
496,1743.0,5,2,3,1920,2,3,1,591285.0,105
497,4209.0,1,4,2,2020,0,3,1,346784.0,5
498,1581.0,3,2,1,1964,2,3,0,520098.0,61
499,955.0,4,3,3,1920,0,3,0,90491.0,105
500,1394.0,1,1,2,1926,3,2,0,113043.0,99
501,1884.0,4,3,2,2005,0,0,1,948607.0,20
502,2458.0,3,2,2,2022,3,1,0,178568.0,3
503,3572.0,4,4,1,1969,0,0,1,426394.0,56
504,2496.0,5,4,3,2018,0,1,0,647013.0,7
505,4785.0,5,3,1,1943,1,0,0,178131.0,82
506,1004.0,4,2,1,1999,1,2,0,95520.0,26
507,1714.0,1,3,1,1927,2,3,1,375063.0,98
508,2031.0,1,3,3,1944,1,0,1,684157.0,81
509,3940.0,1,1,1,1916,0,1,1,638730.0,109
510,1323.0,4,3,1,2022,1,0,1,835313.0,3
511,1428.0,1,1,1,1939,0,2,1,202842.0,86
512,633.0,3,1,1,2021,3,2,1,417390.0,4
513,2605.0,5,4,2,2015,0,0,0,752858.0,10
514,4127.0,3,1,1,1902,2,3,1,421831.0,123
515,2352.0,1,1,2,1975,3,1,0,572485.0,50
516,4675.0,3,4,1,2002,2,2,1,697735.0,23
517,3433.0,1,3,3,1975,2,2,0,635765.0,50
518,3784.0,4,2,2,1965,2,0,0,574532.0,60
519,4798.0,3,2,2,2019,1,2,1,915885.0,6
520,3311.0,4,2,2,1945,2,2,0,500953.0,80
521,1750.0,4,3,2,1985,3,1,1,227561.0,40
522,4012.0,2,1,3,1986,0,3,1,964394.0,39
523,1756.0,1,2,1,1929,2,1,1,907735.0,96
524,3876.0,5,3,2,1968,3,3,1,340534.0,57
525,3986.0,1,1,3,1908,2,1,0,584535.0,117
526,4084.0,5,4,2,1984,0,0,1,250123.0,41
527,1896.0,1,2,1,1910,3,2,0,765079.0,115
528,4137.0,4,1,2,1968,3,3,0,477894.0,57
529,3830.0,3,2,3,1998,0,0,0,531018.0,27
530,3203.0,3,2,1,1990,3,2,1,257358.0,35
531,970.0,2,2,3,2012,0,2,0,866015.0,13
532,1853.0,5,1,1,1965,3,2,1,566456.0,60
533,3283.0,5,3,1,1987,3,1,0,189148.0,38
534,3331.0,5,1,1,1930,0,0,1,985510.0,95
535,857.0,4,2,2,1932,0,0,1,196123.0,93
536,3519.0,5,1,3,1938,3,2,1,447530.0,87
537,1167.0,3,4,3,1993,3,3,1,602958.0,32
538,4968.0,4,3,3,1945,0,0,0,543973.0,80
539,1645.0,1,1,1,1936,1,1,0,961352.0,89
540,4685.0,5,4,2,2014,0,3,1,60236.0,11
541,4219.0,5,3,1,1991,3,3,0,85568.0,34
542,3245.0,1,4,3,1959,3,3,1,681615.0,66
543,1039.0,5,3,2,1930,3,3,1,305745.0,95
544,3279.0,1,1,2,1910,0,0,0,422332.0,115
545,4636.0,4,4,2,1986,3,2,1,535119.0,39
546,4275.0,3,2,3,2020,1,3,1,328496.0,5
547,3008.0,1,4,2,1901,2,1,1,700009.0,124
548,3279.0,2,3,2,2003,1,1,1,309291.0,22
549,1424.0,1,1,1,2004,0,2,1,488866.0,21
550,3456.0,5,3,1,1926,3,0,0,453562.0,99
551,2081.0,4,4,2,1998,0,2,0,730516.0,27
552,3824.0,4,4,2,1901,2,3,0,105904.0,124
553,4985.0,1,2,1,2002,0,0,1,981539.0,23
554,755.0,3,1,1,2000,3,0,1,958573.0,25
555,2338.0,2,1,1,1920,2,3,1,328252.0,105
556,2444.0,4,4,3,1957,2,1,1,572247.0,68
557,509.0,5,1,3,1904,3,3,1,839285.0,121
558,3371.0,5,2,1,1951,3,2,1,396300.0,74
559,1297.0,3,3,2,1944,3,3,0,316320.0,81
560,1515.0,4,1,1,1984,0,1,1,674747.0,41
561,2324.0,1,4,3,1992,1,3,0,469136.0,33
562,4969.0,5,3,2,1919,0,2,1,235922.0,106
563,3636.0,3,3,3,1960,0,2,0,187901.0,65
564,2693.0,4,2,2,1937,1,1,1,173225.0,88
565,723.0,4,4,3,1919,3,2,0,543406.0,106
566,4658.0,4,1,2,2013,3,2,0,810135.0,12
567,4425.0,4,4,2,1924,1,3,1,271738.0,101
568,4500.0,4,3,2,1901,1,0,1,954890.0,124
569,2133.0,5,4,2,2020,0,2,0,685181.0,5
570,2652.0,3,1,3,1931,2,2,1,910359.0,94
571,1010.0,4,1,3,1925,1,1,1,528076.0,100
572,884.0,2,2,2,1969,0,1,1,954610.0,56
573,904.0,2,1,2,1940,2,3,0,292726.0,85
574,2500.0,3,1,3,2020,3,3,1,352811.0,5
575,3256.0,1,4,2,1966,3,2,0,771202.0,59
576,2168.0,1,4,2,1996,0,0,0,479059.0,29
577,1960.0,1,3,2,1900,0,0,1,756168.0,125
578,4136.0,2,2,1,1950,1,3,0,473759.0,75
579,3224.0,1,4,2,1904,3,1,1,515996.0,121
580,4678.0,5,1,1,1912,0,2,1,56611.0,113
581,2548.0,4,3,2,1918,3,2,0,400386.0,107
582,4646.0,2,4,3,1911,3,0,0,921044.0,114
583,1216.0,3,2,1,1947,1,3,0,883334.0,78
584,2323.0,3,2,1,1924,2,0,0,821812.0,101
585,2581.0,4,3,2,1956,1,0,0,345187.0,69
586,3919.0,2,3,2,2014,0,3,1,186343.0,11
587,2074.0,1,3,1,1934,1,1,0,909299.0,91
588,749.0,1,3,3,1975,1,2,1,389233.0,50
589,1173.0,5,3,3,1993,3,1,1,895177.0,32
590,2665.0,5,1,2,1904,1,3,0,540092.0,121
591,1270.0,1,1,3,1997,0,3,0,240191.0,28
592,4462.0,3,4,3,1921,2,2,0,716933.0,104
593,4863.0,3,2,2,2002,1,1,0,726769.0,23
594,2484.0,5,1,3,1976,1,2,0,922402.0,49
595,1577.0,4,1,2,1956,2,0,1,336608.0,69
596,735.0,1,1,1,1946,0,0,1,299220.0,79
597,888.0,5,4,2,1953,0,0,1,486056.0,72
598,3537.0,5,3,1,1902,1,1,0,692811.0,123
599,2348.0,1,4,1,2023,3,0,0,594950.0,2
600,3314.0,1,2,3,1952,1,2,1,854660.0,73
601,3874.0,3,2,3,1983,2,1,0,635009.0,42
602,3778.0,4,2,3,1930,2,2,0,712746.0,95
603,1752.0,4,2,2,1968,2,3,0,843294.0,57
604,4481.0,1,1,3,1987,1,1,1,614396.0,38
605,2622.0,2,1,1,2003,1,2,0,141788.0,22
606,2650.0,5,4,3,2017,0,2,1,518239.0,8
607,1829.0,5,3,3,1932,3,1,0,294437.0,93
608,1858.0,1,2,2,1971,1,3,0,811299.0,54
609,2982.0,2,4,2,1987,0,1,1,916572.0,38
610,2517.0,3,1,1,1949,1,0,0,732561.0,76
611,1831.0,1,1,2,1983,0,0,0,905010.0,42
612,4844.0,1,3,3,2023,0,3,0,99966.0,2
613,4761.0,5,3,2,1915,3,2,1,235846.0,110
614,1858.0,1,3,1,2013,1,2,0,322530.0,12
615,3677.0,1,4,3,2015,0,2,0,651516.0,10
616,2628.0,1,1,1,1975,2,1,0,196297.0,50
617,2680.0,5,1,2,1976,2,1,0,459909.0,49
618,637.0,3,3,2,2008,2,3,0,384341.0,17
619,3972.0,3,2,1,2005,3,0,1,93021.0,20
620,3332.0,1,3,3,1938,0,2,1,431059.0,87
621,4079.0,5,4,2,1988,3,0,0,199333.0,37
622,3531.0,3,3,2,1945,1,1,0,470594.0,80
623,4664.0,3,3,3,1995,1,1,1,953606.0,30
624,3093.0,3,4,2,1987,0,1,0,826934.0,38
625,4800.0,5,3,1,2011,2,0,0,136755.0,14
626,4318.0,5,1,2,1946,0,3,0,979441.0,79
627,4638.0,1,2,2,1943,0,3,0,116330.0,82
628,4323.0,4,3,3,1908,0,1,0,752726.0,117
629,4542.0,3,4,1,2003,3,2,0,908754.0,22
630,2406.0,4,2,3,2013,1,0,0,938750.0,12
631,1260.0,5,4,2,1986,0,1,0,619601.0,39
632,3945.0,5,2,2,1949,0,0,1,284729.0,76
633,1399.0,5,2,3,1976,0,0,1,807071.0,49
634,4955.0,4,3,3,1959,3,3,0,339176.0,66
635,3447.0,5,1,3,2022,3,1,0,535179.0,3
636,2219.0,1,3,1,1995,3,3,0,198430.0,30
637,780.0,5,4,2,2013,0,1,0,898142.0,12
638,3766.0,2,4,3,1914,2,0,1,407470.0,111
639,2387.0,4,2,2,1935,2,3,1,398301.0,90
640,3766.0,2,2,1,2012,2,0,1,492037.0,13
641,1166.0,5,1,1,1962,1,1,1,78365.0,63
642,4688.0,1,3,1,1968,0,2,0,325333.0,57
643,1171.0,3,4,1,1985,2,3,0,519965.0,40
644,2469.0,5,2,2,1979,2,3,0,581536.0,46
645,4656.0,1,1,1,1940,2,0,1,54369.0,85
646,3622.0,4,4,1,1973,0,0,0,506979.0,52
647,4400.0,2,2,3,1923,2,2,0,975554.0,102
648,1023.0,2,4,1,1981,2,3,1,865037.0,44
649,2893.0,2,1,3,1948,0,1,1,886048.0,77
650,3617.0,4,1,1,1917,1,1,1,497695.0,108
651,3093.0,1,4,1,1906,3,3,1,415863.0,119
652,2468.0,4,3,3,1903,2,3,1,221955.0,122
653,2253.0,2,4,1,1989,3,3,0,607343.0,36
654,2796.0,5,2,2,1968,1,2,0,774091.0,57
655,2761.0,3,3,2,1959,1,1,1,428824.0,66
656,2786.0,4,2,1,1954,2,1,0,319594.0,71
657,4702.0,4,4,2,1915,0,0,0,183997.0,110
658,3378.0,1,3,3,1998,1,0,0,523267.0,27
659,4643.0,1,2,1,1989,3,3,0,100272.0,36
660,4144.0,4,4,1,1981,3,0,1,55310.0,44
661,4932.0,2,4,3,1928,3,2,0,81817.0,97
662,2555.0,3,3,3,1922,3,1,0,558350.0,103
663,1776.0,1,4,3,2016,1,1,0,536160.0,9
664,3266.0,2,1,1,1913,2,0,1,487744.0,112
665,802.0,5,2,3,1978,2,3,0,790176.0,47
666,1138.0,1,2,3,1948,3,0,1,132641.0,77
667,555.0,2,4,2,1932,2,3,1,789443.0,93
668,1025.0,2,4,2,1924,3,2,1,781670.0,101
669,4623.0,3,1,1,1920,3,1,1,589745.0,105
670,2625.0,3,3,2,1916,0,2,0,92311.0,109
671,3787.0,5,4,2,1922,1,1,1,971484.0,103
672,864.0,2,4,3,1956,1,2,1,201958.0,69
673,2146.0,2,4,3,2006,3,0,1,520328.0,19
674,1418.0,3,4,2,1980,1,2,1,494093.0,45
675,3297.0,1,2,2,1957,2,2,1,697861.0,68
676,2031.0,1,4,2,1913,3,0,0,409571.0,112
677,3845.0,4,2,1,1992,0,1,1,872613.0,33
678,2406.0,3,4,1,1919,2,1,0,214334.0,106
679,3586.0,4,3,1,1929,0,0,0,968451.0,96
680,2575.0,3,1,2,1918,0,2,1,443238.0,107
681,1213.0,5,3,2,1952,1,2,0,837560.0,73
682,1562.0,2,4,1,2002,1,2,0,653810.0,23
683,2476.0,5,4,1,1955,3,3,0,213394.0,70
684,1796.0,3,4,2,1976,1,1,1,98929.0,49
685,625.0,2,3,3,1981,0,2,1,655984.0,44
686,4096.0,1,4,1,1922,0,1,1,427389.0,103
687,3783.0,1,3,2,1961,2,2,1,846240.0,64
688,2103.0,4,2,2,2009,0,0,1,669436.0,16
689,566.0,3,1,3,1932,3,0,1,496098.0,93
690,732.0,3,1,2,2002,3,1,1,858157.0,23
691,2656.0,1,3,2,2003,1,1,0,384678.0,22
692,1669.0,5,2,1,1917,1,0,0,352094.0,108
693,2658.0,2,3,1,1972,1,3,1,794314.0,53
694,4706.0,5,2,3,1932,3,0,0,133576.0,93
695,1993.0,5,4,3,1931,0,2,1,70557.0,94
696,4507.0,1,2,2,1960,1,3,1,596113.0,65
697,2972.0,1,2,1,1953,2,0,1,321142.0,72
698,3160.0,1,2,3,1916,1,3,0,86080.0,109
699,3239.0,4,1,3,1918,3,3,1,833103.0,107
700,2261.0,5,2,3,1990,1,3,1,238869.0,35
701,4014.0,3,4,2,1969,0,1,1,721162.0,56
702,2475.0,2,4,1,1998,1,0,1,978671.0,27
703,2862.0,4,4,3,2019,3,1,0,543844.0,6
704,1376.0,3,2,1,2000,3,1,1,616695.0,25
705,4312.0,5,3,3,1933,2,2,0,170283.0,92
706,3948.0,1,3,3,1983,3,2,0,63338.0,42
707,1812.0,5,4,1,1924,2,3,1,650577.0,101
708,1960.0,2,1,1,1967,0,3,1,514736.0,58
709,3209.0,4,3,1,1973,3,2,0,724255.0,52
710,2824.0,4,2,2,1973,1,2,0,228982.0,52
711,2233.0,2,3,3,1987,0,0,0,967461.0,38
712,2105.0,3,4,2,1984,1,3,0,159367.0,41
713,3063.0,3,1,1,1910,1,3,1,378042.0,115
714,3921.0,4,3,3,1990,1,2,0,970958.0,35
715,4017.0,4,3,2,1915,0,0,0,691774.0,110
716,2897.0,1,4,3,1989,0,2,0,398684.0,36
717,4235.0,3,1,2,1960,3,2,0,544775.0,65
718,3370.0,2,1,1,1993,1,1,1,788497.0,32
719,1660.0,3,4,2,2012,2,3,1,493853.0,13
720,742.0,1,2,3,1979,3,0,1,830343.0,46
721,3090.0,4,3,3,1906,0,1,0,710709.0,119
722,1563.0,4,2,3,1915,2,3,0,961848.0,110
723,4824.0,1,3,3,1998,0,2,1,876395.0,27
724,3095.0,2,3,1,2021,2,0,1,450966.0,4
725,1419.0,4,2,2,1915,3,3,0,407073.0,110
726,505.0,5,4,1,1939,2,2,1,727823.0,86
727,967.0,4,4,1,1911,3,1,0,649223.0,114
728,4670.0,5,3,1,1934,0,0,0,764152.0,91
729,503.0,1,4,3,2012,2,3,0,850118.0,13
730,1145.0,1,3,3,1920,1,1,0,549555.0,105
731,617.0,4,4,3,1949,1,2,0,113528.0,76
732,3428.0,3,3,2,1942,0,2,0,674099.0,83
733,3051.0,5,4,3,1999,2,3,1,558907.0,26
734,4789.0,2,1,2,2011,1,2,1,334931.0,14
735,1346.0,4,2,3,1916,3,0,1,982280.0,109
736,3262.0,2,1,3,1931,2,3,0,427757.0,94
737,1641.0,4,2,1,1940,2,1,1,762787.0,85
738,2310.0,3,2,1,1905,1,3,0,834429.0,120
739,1223.0,3,3,1,1987,3,3,0,154887.0,38
740,724.0,3,2,2,1926,3,1,0,111086.0,99
741,4708.0,3,1,2,1919,3,2,0,938663.0,106
742,2548.0,1,1,3,1924,2,1,1,305494.0,101
743,4915.0,1,4,2,1965,0,0,1,558889.0,60
744,2073.0,5,1,3,1908,2,2,1,637596.0,117
745,2328.0,2,4,2,1991,2,3,0,327941.0,34
746,2417.0,4,2,2,1952,1,2,1,317446.0,73
747,4734.0,4,1,2,1960,0,2,1,506388.0,65
748,2526.0,1,2,1,1937,3,0,1,612347.0,88
749,4244.0,4,1,2,1902,1,2,0,181980.0,123
750,1401.0,1,1,1,1983,2,2,1,765612.0,42
751,2539.0,5,4,1,1969,0,2,0,523875.0,56
752,509.0,2,2,2,2002,3,3,1,193949.0,23
753,760.0,5,1,3,1996,3,2,0,326383.0,29
754,2173.0,3,3,3,1954,2,1,1,77313.0,71
755,2719.0,3,2,3,1900,3,2,1,92103.0,125
756,2560.0,3,2,2,2000,3,0,1,229480.0,25
757,4213.0,5,2,3,1969,0,2,0,526467.0,56
758,2119.0,4,4,1,1944,1,2,1,138771.0,81
759,820.0,2,3,3,1997,0,3,1,176228.0,28
760,1842.0,3,2,2,1946,1,1,0,141665.0,79
761,2876.0,3,1,3,1978,1,2,0,846966.0,47
762,3332.0,3,1,1,2008,1,1,0,879492.0,17
763,3324.0,2,4,2,1925,3,0,0,853621.0,100
764,2494.0,3,1,3,2020,0,3,1,964863.0,5
765,3458.0,2,2,2,1913,3,1,1,660355.0,112
766,2538.0,3,1,2,2021,2,3,0,847399.0,4
767,3990.0,5,2,2,1953,0,2,1,787351.0,72
768,4177.0,5,1,3,1970,1,0,0,901995.0,55
769,1618.0,2,3,2,1945,3,3,1,320804.0,80
770,2104.0,5,4,3,2021,3,2,0,430815.0,4
771,4527.0,2,4,1,1930,0,1,1,534091.0,95
772,735.0,5,3,3,1987,0,0,0,179909.0,38
773,2469.0,5,3,1,1958,1,0,0,483039.0,67
774,4929.0,2,4,3,1994,1,1,1,499058.0,31
775,2408.0,4,3,2,1928,2,1,1,190688.0,97
776,875.0,5,2,3,2005,1,0,1,125976.0,20
777,4030.0,3,1,2,1995,3,3,0,807496.0,30
778,3135.0,4,4,1,1916,2,0,1,229810.0,109
779,2070.0,2,3,3,1913,2,1,0,325251.0,112
780,3060.0,4,2,2,2003,2,3,1,766764.0,22
781,3891.0,1,4,1,1935,0,2,1,668470.0,90
782,3465.0,1,3,1,1957,1,0,0,817441.0,68
783,4143.0,5,4,3,2011,2,1,0,928219.0,14
784,4350.0,5,3,1,1923,0,2,1,852386.0,102
785,1372.0,3,4,2,2008,0,0,0,329087.0,17
786,1752.0,4,2,1,1962,2,0,0,90725.0,63
787,1814.0,1,2,1,2017,2,3,1,881866.0,8
788,3398.0,5,1,2,1990,3,1,0,922183.0,35
789,577.0,4,4,1,1924,2,2,1,584398.0,101
790,3121.0,5,1,1,1958,3,0,1,548864.0,67
791,4727.0,5,4,1,1931,2,3,0,328606.0,94
792,1100.0,1,3,1,2015,2,2,1,391376.0,10
793,1565.0,1,3,2,1981,1,2,0,759441.0,44
794,2636.0,5,1,1,2009,2,0,1,496015.0,16
795,2949.0,2,4,2,1917,2,2,0,640855.0,108
796,2843.0,5,1,1,1936,3,0,0,532517.0,89
797,2363.0,5,2,1,1925,3,3,0,756584.0,100
798,1818.0,3,1,1,1908,1,3,0,439569.0,117
799,4097.0,3,1,1,2023,2,2,0,892495.0,2
800,4262.0,3,3,2,1998,2,0,1,163394.0,27
801,2690.0,2,1,2,1963,3,1,1,891672.0,62
802,1492.0,2,4,2,1971,0,3,0,917784.0,54
803,3212.0,5,3,3,1919,0,0,1,198940.0,106
804,2692.0,3,1,1,1953,0,0,0,393133.0,72
805,1748.0,2,2,1,2005,3,0,0,72222.0,20
806,3554.0,1,1,2,1985,3,2,1,129794.0,40
807,4533.0,5,1,3,1982,0,1,1,638212.0,43
808,2497.0,4,1,1,1929,0,2,0,674142.0,96
809,4187.0,5,3,2,1952,2,3,0,914945.0,73
810,2651.0,4,4,1,1991,3,2,0,834326.0,34
811,4518.0,3,2,1,1998,3,0,0,891081.0,27
812,3610.0,4,1,2,2006,0,2,0,415130.0,19
813,2470.0,3,4,2,1962,0,0,0,818103.0,63
814,697.0,1,4,1,1910,1,1,1,920181.0,115
815,3126.0,4,3,1,1930,3,2,0,283127.0,95
816,1702.0,5,2,2,1948,1,2,0,554434.0,77
817,2535.0,3,3,1,2011,2,2,1,191295.0,14
818,977.0,5,4,1,2002,1,0,0,229238.0,23
819,1754.0,2,4,2,1999,0,0,0,89369.0,26
820,1422.0,3,4,1,1993,3,2,1,922811.0,32
821,919.0,4,3,1,1986,3,2,0,905824.0,39
822,2704.0,3,2,3,1918,1,1,1,849093.0,107
823,3097.0,5,1,2,1911,1,1,0,720951.0,114
824,1620.0,1,3,3,1914,2,3,1,383862.0,111
825,3568.0,3,4,3,1930,2,1,1,760595.0,95
826,1450.0,4,3,3,1942,0,1,1,320114.0,83
827,2836.0,2,4,1,2000,0,1,0,97922.0,25
828,2743.0,1,1,1,1936,0,0,0,543614.0,89
829,3145.0,2,1,3,1978,1,1,1,867187.0,47
830,2357.0,3,2,3,1928,1,1,1,695214.0,97
831,2365.0,5,4,3,2013,3,2,0,69416.0,12
832,3412.0,5,2,1,2006,0,0,0,63672.0,19
833,3353.0,4,2,3,1925,1,3,0,526684.0,100
834,3728.0,5,1,3,2007,3,3,0,178145.0,18
835,4219.0,1,3,2,1901,0,1,0,752356.0,124
836,3728.0,5,3,2,1983,2,3,1,910527.0,42
837,2871.0,4,2,1,1914,2,3,0,50064.0,111
838,3391.0,3,1,2,2015,1,3,1,118835.0,10
839,4256.0,3,4,2,1903,3,1,0,251457.0,122
840,4725.0,5,3,2,1985,2,3,1,973143.0,40
841,594.0,2,2,1,1949,3,1,1,297795.0,76
842,3174.0,3,3,2,1937,3,2,0,454271.0,88
843,2455.0,5,3,1,1922,2,2,1,399738.0,103
844,1293.0,4,4,3,1958,3,3,1,996931.0,67
845,2334.0,5,1,2,1989,2,2,1,691204.0,36
846,2616.0,3,4,1,2014,1,1,1,956740.0,11
847,4606.0,4,1,2,1974,0,2,0,918948.0,51
848,3825.0,5,3,3,1927,0,3,1,901098.0,98
849,3419.0,1,2,1,2019,1,1,0,245346.0,6
850,3097.0,4,4,1,1965,2,0,1,954726.0,60
851,3705.0,1,1,1,2022,2,1,0,323010.0,3
852,1314.0,2,3,3,1907,2,2,0,53889.0,118
853,845.0,4,1,3,1928,2,0,0,168194.0,97
854,2849.0,1,1,3,1910,1,1,1,174714.0,115
855,862.0,3,1,1,2000,0,0,0,605623.0,25
856,2943.0,3,3,3,1917,3,0,0,100547.0,108
857,2765.0,2,2,2,1954,3,0,1,207234.0,71
858,2688.0,4,2,3,1949,0,1,0,794809.0,76
859,3505.0,4,2,1,1913,1,2,1,730047.0,112
860,3781.0,4,1,2,2017,3,1,1,935188.0,8
861,1484.0,2,3,3,1973,0,2,0,323139.0,52
862,2139.0,4,1,2,1998,1,1,1,499704.0,27
863,1327.0,3,2,2,1908,3,1,1,52631.0,117
864,3230.0,1,2,1,1998,2,1,1,187039.0,27
865,4031.0,3,3,2,1910,2,2,0,924726.0,115
866,4951.0,3,1,2,1962,1,1,1,399422.0,63
867,3435.0,1,4,1,2007,2,0,1,638759.0,18
868,4376.0,3,4,1,1975,1,1,1,349260.0,50
869,626.0,2,2,1,1966,0,0,0,928548.0,59
870,3677.0,1,3,2,1952,0,3,1,477443.0,73
871,3556.0,3,1,2,1938,3,3,0,707302.0,87
872,1103.0,5,1,2,1977,1,2,1,621952.0,48
873,3949.0,3,2,1,1955,3,2,0,733429.0,70
874,4646.0,2,2,3,1927,3,3,0,137342.0,98
875,4033.0,4,1,2,1974,0,1,0,64407.0,51
876,3867.0,3,1,3,1938,3,1,1,163926.0,87
877,3868.0,4,2,1,1924,2,1,1,371345.0,101
878,4297.0,5,1,2,1920,3,3,1,916525.0,105
879,2292.0,3,4,3,1909,1,0,0,497564.0,116
880,3361.0,1,2,2,1942,2,2,1,787341.0,83
881,3976.0,4,1,2,1914,0,0,1,592166.0,111
882,3917.0,5,2,2,1982,1,3,0,133100.0,43
883,2145.0,1,3,3,1947,2,0,1,915061.0,78
884,1705.0,1,2,1,1985,1,1,1,498636.0,40
885,3530.0,1,2,2,1920,2,1,0,544308.0,105
886,3372.0,1,3,1,1959,1,0,0,273059.0,66
887,3572.0,3,4,1,2015,1,3,1,617456.0,10
888,2354.0,3,1,3,2007,2,0,0,300396.0,18
889,4521.0,3,3,3,1995,0,1,1,824769.0,30
890,3208.0,5,2,1,1949,0,1,1,367006.0,76
891,4002.0,5,1,2,1922,1,3,1,78004.0,103
892,1832.0,5,3,3,1912,1,0,1,856903.0,113
893,701.0,2,1,2,1968,0,1,1,574252.0,57
894,4007.0,5,1,2,1903,0,1,0,666108.0,122
895,4712.0,3,3,2,1991,3,0,0,241239.0,34
896,1074.0,3,1,1,1977,0,0,1,676517.0,48
897,1036.0,2,4,2,1971,1,2,0,527044.0,54
898,2125.0,2,3,1,1908,2,3,0,901740.0,117
899,2622.0,5,4,1,2020,0,3,1,396113.0,5
900,885.0,4,2,2,2014,3,0,0,64568.0,11
901,3781.0,2,1,2,1934,3,3,0,583754.0,91
902,974.0,1,2,2,2000,3,1,1,272129.0,25
903,917.0,3,2,2,1920,2,0,1,631612.0,105
904,4100.0,1,1,1,1957,0,0,1,938640.0,68
905,1454.0,3,3,2,1917,0,0,1,196539.0,108
906,1705.0,3,1,2,1996,0,2,1,650243.0,29
907,4620.0,2,2,1,1971,2,3,1,197748.0,54
908,2490.0,2,2,3,2014,2,2,1,144791.0,11
909,4072.0,1,3,3,2012,1,1,0,736874.0,13
910,4880.0,3,1,1,1980,3,3,1,945150.0,45
911,4658.0,1,2,3,1942,3,2,0,596938.0,83
912,3213.0,4,4,1,1994,0,0,0,400434.0,31
913,2703.0,1,2,2,1997,2,2,1,127701.0,28
914,3620.0,5,2,2,1905,2,0,0,847115.0,120
915,1466.0,1,3,3,1985,0,2,0,279164.0,40
916,3932.0,5,4,2,1977,0,2,0,503035.0,48
917,1188.0,5,2,3,1966,1,2,1,655266.0,59
918,4743.0,5,2,3,1911,3,0,0,579148.0,114
919,4201.0,4,4,2,1999,3,2,0,709089.0,26
920,841.0,1,1,2,1911,3,3,1,605639.0,114
921,2224.0,1,1,3,2008,1,3,0,555920.0,17
922,4922.0,4,2,2,1965,0,3,0,374888.0,60
923,2292.0,3,2,1,1901,0,0,0,729706.0,124
924,2259.0,2,1,2,1914,3,0,0,956630.0,111
925,3712.0,1,3,2,1922,3,3,0,910587.0,103
926,1489.0,2,4,1,1928,1,3,1,171449.0,97
927,2762.0,4,4,2,1980,2,3,0,650988.0,45
928,2982.0,3,3,2,1995,2,1,1,809774.0,30
929,1451.0,3,3,3,1906,3,3,0,843387.0,119
930,1222.0,3,3,2,1993,1,2,1,307571.0,32
931,3889.0,4,3,2,1927,3,1,1,513506.0,98
932,2579.0,5,3,1,1913,2,1,1,487509.0,112
933,3217.0,5,3,3,1943,3,0,0,766696.0,82
934,2832.0,2,4,3,1929,2,2,0,858094.0,96
935,3876.0,5,3,3,1980,2,0,0,580696.0,45
936,2000.0,5,1,2,1931,2,0,0,745763.0,94
937,785.0,3,3,3,2009,0,2,0,313369.0,16
938,3995.0,3,3,1,1969,0,0,1,979700.0,56
939,2565.0,2,4,3,2014,3,2,1,513002.0,11
940,1268.0,1,4,1,1987,2,2,1,196444.0,38
941,3557.0,2,3,3,1905,0,0,0,831608.0,120
942,4789.0,2,4,3,1926,3,3,0,591567.0,99
943,2661.0,4,2,1,1981,3,0,1,160401.0,44
944,3793.0,4,4,3,1987,3,1,0,276801.0,38
945,1446.0,2,4,3,2000,3,0,0,821668.0,25
946,3835.0,2,4,3,2019,3,2,1,553575.0,6
947,4650.0,2,4,2,1923,1,1,1,928836.0,102
948,1981.0,5,1,1,2001,2,2,0,219259.0,24
949,2401.0,4,1,3,1933,3,3,0,297145.0,92
950,3951.0,2,1,1,1939,1,3,1,360625.0,86
951,4564.0,3,3,1,1946,2,1,0,733835.0,79
952,554.0,3,3,1,1978,0,3,1,94552.0,47
953,2323.0,5,2,3,1974,3,3,1,249041.0,51
954,3962.0,5,1,3,1985,1,0,1,257606.0,40
955,3579.0,1,3,1,2017,0,0,0,804965.0,8
956,1332.0,1,4,2,1923,1,3,1,836157.0,102
957,4908.0,1,4,1,1964,2,3,1,450074.0,61
958,3306.0,5,1,2,1917,2,0,0,779846.0,108
959,2990.0,5,2,1,1943,0,3,1,124474.0,82
960,827.0,5,2,1,1975,1,3,0,337312.0,50
961,3810.0,3,4,1,1956,3,2,0,606387.0,69
962,3800.0,5,2,3,2006,3,3,0,252252.0,19
